x,y
1.869,3.6594084703446654
1.874,2.7900947344796094
1.9020000000000001,2.7180565746633896
1.9020000000000001,2.7180565746633896
1.913,2.9581107991337654
1.9180000000000001,3.375554775349561
1.92,3.220456089692732
1.922,2.855659797115648
1.928,3.1001569382147607
1.934,3.0029431633567434
1.935,3.963017087031284
1.938,3.1787278323216333
1.944,3.076743594880621
1.96,3.453819852549527
1.967,3.4498072616817272
1.973,3.825900191239655
1.977,3.6832849512197154
1.993,3.4136029696627133
2.0060000000000002,3.726301741958895
2.0100000000000002,3.1916953332302946
2.012,3.531712237715693
2.02,3.4986079748763523
2.04,2.753777443946811
2.052,3.4439179866388154
2.077,4.496443055524742
2.098,3.2738650197243997
2.107,3.9190593365105104
2.128,3.868249008946254
2.146,3.641046529834574
2.17,3.2435158561409407
2.182,3.555730228753416
2.188,3.6207226318004446
2.189,4.043294196977023
2.193,3.5831857022697418
2.195,4.184783752013357
2.196,3.189478272373685
2.205,3.2206257642549527
2.212,4.236033397887993
2.212,4.236033397887993
2.215,3.5027935388371167
2.22,3.238642360160192
2.229,3.2595913909491028
2.235,3.95230872486415
2.246,3.453856020493963
2.266,4.114327506897869
2.29,4.2304561497014825
2.291,4.513950817186797
2.315,3.6324633625308556
2.333,4.118235715221057
2.382,3.6842451929664364
2.383,3.8787256533581664
2.3850000000000002,3.606641838079559
2.391,4.570324297118339
2.442,3.7027789499485744
2.449,3.3964490441927553
2.452,4.609909607388409
2.459,4.027864477899232
2.479,3.8294705425991094
2.497,3.858396664900405
2.5,4.207784883038734
2.501,3.6278968182897695
2.507,4.473398119660293
2.515,4.181429490862258
2.516,4.01032809362027
2.5180000000000002,3.7111876032952145
2.523,4.476782501153865
2.535,3.9454530172981386
2.5380000000000003,3.9182140135633308
2.555,4.583283833861512
2.567,4.155693018932266
2.58,3.6958048348873236
2.597,4.2219868619108
2.601,4.985610455968712
2.612,3.9547191456691064
2.618,5.000666029110639
2.622,4.001046416138025
2.623,4.454123269882096
2.633,3.8480919392515864
2.641,4.38447336632368
2.661,4.532566203384886
2.672,5.077210941776727
2.676,4.165727765002432
2.686,4.93832255184151
2.689,4.233559362669595
2.704,4.472504309184203
2.725,4.622827416933125
2.725,4.622827416933125
2.726,3.896176790252018
2.727,4.903153526768301
2.728,4.442077873535294
2.73,4.790496450529216
2.753,3.76212242303687
2.7560000000000002,5.365123587447318
2.758,4.8522629766972285
2.77,4.966000710688333
2.777,3.7045154467092525
2.781,4.8061208800950785
2.787,4.799313081563126
2.791,4.106096276975228
2.8040000000000003,4.343397546788776
2.825,5.342586578801101
2.828,4.492047023916152
2.841,4.85209741015988
2.85,5.096120175416667
2.868,5.0203308834260625
2.8770000000000002,4.611026461067276
2.8810000000000002,5.039927958982899
2.9130000000000003,4.969249715447154
2.919,5.2574507419594845
2.922,4.581834957875641
2.935,5.24301169578441
2.947,4.985283097917266
2.952,5.503173834455992
2.976,5.309903502182052
2.988,4.633111368921414
2.997,4.9356320005880505
2.998,5.236891670699069
3.025,5.11438062555982
3.0260000000000002,4.9168150734644565
3.0340000000000003,4.451957759106978
3.045,4.493877630284656
3.055,4.746132888045306
3.075,4.8160041437499705
3.091,5.418842041880709
3.1,4.608231707801209
3.102,4.938425710750806
3.1430000000000002,5.021768204095595
3.148,4.7882728731601025
3.153,5.550809520501322
3.158,6.422447852319068
3.1710000000000003,5.172071577123732
3.188,4.83320051454313
3.19,4.911250938819899
3.214,5.47037651609749
3.23,6.112310525590493
3.243,5.712467674316229
3.244,5.599449330554916
3.2520000000000002,5.9296820832958135
3.253,6.181138766680609
3.258,5.978214205382963
3.279,5.315189278254051
3.286,5.80346906461669
3.289,4.609315296508411
3.2920000000000003,5.068535444079786
3.2920000000000003,5.068535444079786
3.303,5.119966847331554
3.306,5.031896875881054
3.311,5.482774728574599
3.318,5.127220358346568
3.325,5.88660923360738
3.325,5.88660923360738
3.335,5.599208703523228
3.341,5.580582106754942
3.341,5.580582106754942
3.349,5.297967934451324
3.358,5.575511070719157
3.363,5.7922349080945565
3.366,6.909256312257374
3.37,5.697399097158414
3.392,6.225908591143752
3.4,5.332758322910036
3.4050000000000002,6.147854759294668
3.414,5.88392856564569
3.438,5.431694104953585
3.444,5.578923097880567
3.447,6.457360119893571
3.455,6.18655866421852
3.459,5.214061968185439
3.478,5.4556899529037235
3.481,5.703971819836073
3.501,5.85696897756754
3.5220000000000002,5.63990629695222
3.5220000000000002,5.63990629695222
3.525,6.187695495501039
3.544,6.397587476329106
3.56,6.693802572346911
3.563,6.408003710793863
3.565,6.126546046150267
3.569,5.8455537361113095
3.577,6.276365250646822
3.58,7.007249278383387
3.581,5.840995200149228
3.589,6.887651684304173
3.601,7.296421310125652
3.614,6.540603854084954
3.616,5.990052499819426
3.6270000000000002,6.366885067161049
3.637,6.488857522754398
3.649,6.963454773403747
3.6590000000000003,7.055824352010949
3.678,7.418689150313801
3.68,7.145365653279804
3.715,7.26326915020482
3.716,7.102459663552237
3.722,6.185182971566253
3.7560000000000002,7.071266027312197
3.763,6.9209808693602
3.77,6.94180227871951
3.773,8.060439029575372
3.787,7.727328068489019
3.789,6.85638908719852
3.7960000000000003,7.5582442691884655
3.809,7.724061011740303
3.823,6.508140404722139
3.829,6.88343896561582
3.833,6.9132270095795985
3.843,7.595400111816449
3.852,6.650250644994357
3.861,5.992730024981302
3.861,5.992730024981302
3.867,5.703410119971766
3.87,7.8209927735741225
3.8770000000000002,5.71002476120188
3.894,7.249699490270841
3.919,6.595697106993181
3.926,7.455729866585267
3.935,6.188146331801314
3.959,6.4720140646502085
3.966,8.561345078255583
3.974,7.776831224975865
3.98,8.677921165128193
4.002,7.720641741128863
4.01,6.696173561143896
4.011,6.420555160686309
4.048,7.122516740042781
4.05,6.771184172358339
4.055,8.116389323079432
4.057,6.356512835863493
4.071,7.787616719741968
4.083,8.184482665949366
4.106,6.580486328421184
4.112,7.678239676183546
4.118,7.662651800298607
4.12,8.130261099387619
4.127,8.451639292083554
4.128,8.177897402250581
4.134,8.081800305776765
4.136,8.125937086605047
4.15,6.882092004273837
4.151,8.733574287118921
4.181,8.106679460565818
4.186,7.646421985544767
4.187,8.50278118905191
4.207,7.500638935178963
4.2090000000000005,7.029821823132513
4.225,8.68291405993795
4.232,7.752684634630739
4.233,9.107077716822532
4.239,8.497456901319993
4.241,7.736579506748475
4.244,7.89767128866737
4.2540000000000004,8.97262494728885
4.263,7.017426422883469
4.271,7.703889158925757
4.279,9.906341589755916
4.281,8.520418659791053
4.293,9.293669993349917
4.293,9.293669993349917
4.301,7.250236339148096
4.307,7.363445073352385
4.313,8.1616683615396
4.341,8.150478156274124
4.354,9.401327166366944
4.357,8.088134888837116
4.36,8.244606026502824
4.384,8.527334743094968
4.399,7.395407446925883
4.406,9.634112102346949
4.408,6.976564706883596
4.433,8.581857656695757
4.4350000000000005,8.060663829246526
4.441,7.373615656071452
4.441,7.373615656071452
4.445,9.956277284297215
4.449,7.552231377549068
4.456,8.86310229836134
4.468,8.952292492652646
4.469,7.4990817763217885
4.472,9.006565302131857
4.477,9.086433917510192
4.483,6.213780281649521
4.492,10.829583883131127
4.495,9.3382542320693
4.496,10.389341398179234
4.511,10.102808003302169
4.513,8.70215035268963
4.523,10.543364868850306
4.527,6.533927465956474
4.5280000000000005,9.772703504782546
4.533,9.705055369252653
4.535,7.5846584032982935
4.545,9.003982967366413
4.55,11.291723895379805
4.572,8.589190794890055
4.5840000000000005,9.409698769399181
4.615,8.985026966313475
4.621,10.253299552355857
4.627,6.710169523172973
4.631,10.731804988796961
4.635,10.308493681974408
4.647,8.170877275750616
4.6690000000000005,9.321547044019328
4.6770000000000005,10.282217266746567
4.694,7.987907779328571
4.708,10.615109117169348
4.715,10.37679262759943
4.729,10.662607906467006
4.747,10.185486859664248
4.756,8.64588908078292
4.771,10.80153567636215
4.777,8.309354388906712
4.783,10.496147075096042
4.8180000000000005,11.34043367127322
4.849,9.463342426909211
4.859,10.502998372923615
4.881,10.760705377589773
4.886,12.250914403814702
4.888,10.903449404837593
4.912,9.96665224857131
4.917,10.018627763724611
4.928,7.834830137002521
4.946,10.653408899508733
4.97,8.304607077790424
4.985,10.044011122592659
4.997,9.360094634246044
5.0120000000000005,11.750096715972212
5.0120000000000005,11.750096715972212
5.0200000000000005,11.205361520232483
5.025,9.485388445900451
5.038,9.820837309546587
5.102,11.65845139520632
5.123,12.618395919444225
5.13,11.497891476926563
5.135,10.018124889109982
5.14,10.830291691337283
5.151,10.629574252752054
5.165,12.253005753622393
5.168,12.179998518368883
5.178,9.772212433396321
5.186,11.502312064396174
5.19,11.891162122616917
5.194,13.32005924820772
5.198,10.806255940992534
5.199,12.586636605069309
5.202,11.915450699053043
5.228,11.677187686448491
5.2330000000000005,11.80033223501817
5.239,11.575985367132784
5.251,11.431929560445022
5.255,14.193037043697135
5.258,12.214957499659077
5.2620000000000005,11.135528285678566
5.2780000000000005,11.747896169752288
5.279,13.965390854387028
5.279,13.965390854387028
5.28,13.694120712409461
5.283,11.146748105420215
5.283,11.146748105420215
5.289,12.206953553266345
5.295,12.549279989003137
5.3020000000000005,11.492988122566462
5.308,12.053350709918849
5.311,13.657948574772544
5.314,13.762157914027387
5.32,13.064267574886882
5.323,15.151230170070498
5.3260000000000005,12.138636765682833
5.329,13.978083284129514
5.336,12.899749909651026
5.349,14.734548902312921
5.367,12.453861226985046
5.42,13.54062325683368
5.42,13.54062325683368
5.424,12.027370714938165
5.44,15.436781505627277
5.448,13.723408293423788
5.45,12.218428365515043
5.4510000000000005,13.132533630325966
5.46,12.247186570450173
5.463,10.508488818439567
5.4750000000000005,12.765772818314355
5.477,14.004180439979462
5.479,14.378435547364353
5.516,15.515340945113334
5.518,15.795061327537917
5.5200000000000005,14.648417495854817
5.543,13.603213689024878
5.5440000000000005,12.892129547456772
5.5440000000000005,12.892129547456772
5.549,14.769200181165932
5.567,11.136305416854606
5.577,13.534687841920041
5.602,13.71890534480856
5.61,12.697383796735947
5.613,13.248157217898267
5.6160000000000005,13.41159025686668
5.619,11.68910332187511
5.619,11.68910332187511
5.6240000000000006,14.603851066893418
5.635,13.555478342281269
5.647,11.203782878045468
5.648,13.903126561479237
5.672,16.76618191603059
5.676,14.969582829599837
5.7090000000000005,14.684772094663758
5.7330000000000005,15.32535408717897
5.735,13.23361641321749
5.759,13.049611888985197
5.761,14.332317102303056
5.767,17.192741047249825
5.767,17.192741047249825
5.768,14.708674444115166
5.797,14.270555471664416
5.807,14.968878949342963
5.815,14.451254651904648
5.82,13.717924513089866
5.827,15.09247557874014
5.852,17.714105411509973
5.896,19.170559259966364
5.904,16.11951586153652
5.917,15.083786241004683
5.962,17.64150354098712
5.9750000000000005,11.945523668204522
5.979,14.856106552489672
5.995,18.378526039767056
6.006,16.475184293352132
6.0120000000000005,18.740991513025943
6.0120000000000005,18.740991513025943
6.021,14.611053743519502
6.024,15.579945415410611
6.0760000000000005,16.142972937035264
6.106,21.4294990708598
6.1080000000000005,16.86483902936082
6.119,16.971182680437405
6.122,16.451083767683738
6.128,20.156571753767768
6.131,17.926385018128858
6.134,17.987975823001918
6.136,18.504914964204875
6.151,16.4934855244506
6.152,17.332703703127887
6.166,14.664551487828145
6.172,18.161420900798614
6.173,15.326578322467803
6.175,17.651899421769105
6.1770000000000005,14.530208246388698
6.1770000000000005,14.530208246388698
6.203,18.824112020805444
6.2250000000000005,17.951015957423923
6.234,19.737311537440476
6.238,17.682919551093395
6.247,18.974533722625342
6.26,21.3992043770971
6.266,18.131095715687565
6.275,20.3606659755414
6.277,17.242260313113555
6.277,17.242260313113555
6.282,15.275080681401441
6.292,17.150366433259965
6.305,19.983930619397864
6.306,20.798080753210773
6.317,19.484397024481005
6.331,18.11574544256411
6.346,20.271244156333243
6.356,18.023121639999786
6.359,22.776007384718906
6.36,14.775806609383784
6.3790000000000004,20.8547536672371
6.385,24.783027450856153
6.390000000000001,19.33170465791307
6.391,20.949156148421594
6.391,20.949156148421594
6.391,20.949156148421594
6.402,19.819008740795347
6.446,14.78876645342213
6.446,14.78876645342213
6.45,15.118346656849958
6.453,17.779363032069053
6.458,21.967277123003786
6.46,22.36703220812782
6.4830000000000005,20.454899414873083
6.505,21.06080670394786
6.521,19.131881766844753
6.524,17.1979792289181
6.525,16.523630043337405
6.5280000000000005,20.546606998431155
6.53,18.773753858567265
6.538,25.15353507358722
6.548,20.5533036348983
6.564,19.249493275315363
6.566,22.726822000366635
6.567,19.705634373551884
6.5680000000000005,20.225446920008345
6.577,19.64662526276082
6.58,22.09987681116781
6.587,18.216575932902714
6.588,18.710412314053332
6.599,22.687801785400467
6.6000000000000005,20.001435899218645
6.606,23.655852500428317
6.607,24.43117716679275
6.611,20.780335373454836
6.62,19.573873521216285
6.6450000000000005,20.70450684529083
6.646,22.276584182707325
6.663,19.501788088720023
6.6850000000000005,21.81105252448651
6.698,22.10152305720463
6.702,19.105342917381012
6.714,18.863514655385305
6.745,26.815703663468792
6.76,20.1764369161366
6.763,28.31420000630462
6.769,23.942106314243627
6.779,23.954536336562136
6.784,21.797968104409716
6.788,23.954590834984216
6.791,22.43317600881594
6.792,21.792286108470066
6.792,21.792286108470066
6.798,25.258245546441998
6.808,21.005910061112356
6.814,22.091936097000456
6.822,21.496549516347457
6.831,22.988547672011986
6.837,19.696423625120364
6.84,24.642472954791284
6.841,22.501905743172564
6.844,25.862787874153213
6.845,22.762714697115257
6.851,18.23555394134622
6.854,26.615250236573296
6.859,22.448178518637413
6.86,24.032867960909034
6.8660000000000005,29.4971151916402
6.905,26.14791714025038
6.925,25.04078829450597
6.94,24.87773327307638
6.941,30.283364269825956
6.948,25.809245061550456
6.954,23.56016506735131
6.957,27.3048271221866
6.969,23.72314219472365
7.013,21.7946852356027
7.014,23.367230689933645
7.017,18.076413252356744
7.022,26.619673291135822
7.037,27.390820518344835
7.04,22.643244665818848
7.055,26.61662277847238
7.0600000000000005,26.551573827152648
7.067,25.70730791928278
7.082,26.27292701502314
7.091,22.676361201354375
7.091,22.676361201354375
7.095,29.801204114426394
7.097,22.985333797267035
7.099,23.087385674411184
7.102,24.86533235081279
7.102,24.86533235081279
7.131,19.854303682074942
7.146,30.656315525303146
7.147,29.93138504086231
7.148000000000001,22.894753964860605
7.152,27.08728027596971
7.154,26.317838344756872
7.16,29.148580929272832
7.163,24.9552721696409
7.166,23.238282947811406
7.1770000000000005,27.302318799215662
7.184,21.16492059348163
7.1850000000000005,25.325854451723593
7.187,21.666573808706485
7.194,24.33756428439836
7.202,24.34772519345168
7.21,23.349597640540978
7.223,27.49720541709172
7.234,31.852488584112326
7.251,27.43553544151068
7.256,29.197870884702475
7.269,29.48913338954952
7.269,29.48913338954952
7.274,26.696094136183767
7.275,27.03160921430966
7.289000000000001,25.400040994602033
7.289000000000001,25.400040994602033
7.295,30.694057345398672
7.3020000000000005,32.44996952916326
7.307,24.789560387377126
7.324,29.343152451849434
7.331,29.432978516021315
7.3340000000000005,25.00398471576438
7.337,28.92096244097007
7.341,34.935305600668265
7.382000000000001,30.654703659299933
7.4110000000000005,31.61177556370079
7.412,23.219166528762376
7.416,29.92192193950796
7.423,26.845095894600302
7.424,25.3973628163612
7.4350000000000005,26.520793797514045
7.4590000000000005,32.34699256242562
7.4750000000000005,30.19358832801435
7.476,28.29040012066741
7.511,27.995108332092098
7.517,36.99290742204401
7.523000000000001,30.220635375090453
7.533,29.565587595833495
7.534,27.7554028217778
7.539000000000001,31.0780368133863
7.559,26.221651582023142
7.564,24.60714298556027
7.569,27.339084403430494
7.583,32.51111931710629
7.609,32.25440745597679
7.614,36.902620344425955
7.617,32.06197606876691
7.619,27.887848782942484
7.621,35.36968023407962
7.626,28.144676036422737
7.631,29.145323234279864
7.636,31.85025691275843
7.643,29.592480144356525
7.644,30.04502446526982
7.647,32.76451231473702
7.647,32.76451231473702
7.652,36.72066156475226
7.722,33.85443788553039
7.724,40.485274207772484
7.736,33.129655882634076
7.74,35.137471215559515
7.758,30.427293218468048
7.767,32.309544281317194
7.7700000000000005,38.187667795351345
7.788,31.56522022760137
7.796,37.3490630562601
7.8020000000000005,32.106225176572565
7.8020000000000005,32.106225176572565
7.832,36.34941099665044
7.844,39.726041573277215
7.853,35.480185794355805
7.859,33.500040097944286
7.885,33.288500778419134
7.889,35.265556140356445
7.897,36.540818860640954
7.923,42.16247847559078
7.9270000000000005,37.91953072693846
7.934,38.48152230949108
7.938,35.6745266995088
7.944,33.09665916471302
7.946,37.60596440221976
7.954,34.499018854570174
7.956,38.094090347581385
7.973,35.47299825545301
7.985,33.985030514709145
8.004,36.041099412679245
8.017,36.015285412299434
8.032,33.83244638294556
8.045,36.40942293484838
8.051,33.9777435618453
8.059000000000001,41.8086467655833
8.062,44.7602638518884
8.065,32.51804618142342
8.077,39.82782946437559
8.082,38.83470255031656
8.097,39.58971361112992
8.108,37.804145030494205
8.11,40.5736927532903
8.168000000000001,40.75283995438303
8.175,35.45900035233942
8.185,40.860824848519115
8.195,40.183486996392645
8.202,38.896631641061084
8.215,38.7804604155086
8.223,36.8306604581397
8.223,36.8306604581397
8.229000000000001,47.696848155665585
8.24,41.089884548457434
8.243,42.86985396367908
8.249,38.28457725227844
8.261000000000001,41.522656909729406
8.269,42.95424963522882
8.28,37.52492989862879
8.298,43.611396666392274
8.3,47.40495821557208
8.301,39.21517893879388
8.317,34.3961270271301
8.358,38.40090454720029
8.379,44.243152170410646
8.385,47.200845076714614
8.39,42.5798481765583
8.398,45.737599421428186
8.4,45.815019786244704
8.412,42.53221851665751
8.433,51.333411919906425
8.442,50.51011479277712
8.448,46.60602378355136
8.468,42.31854595755825
8.482,54.93139958998635
8.494,46.30881440719097
8.507,47.284281789475195
8.51,43.67704997182609
8.517,37.554921680851656
8.519,54.27739768029062
8.522,45.31381283683978
8.522,45.31381283683978
8.575000000000001,56.53290835470496
8.577,46.696901794700885
8.625,50.292289647008616
8.63,46.0877149171652
8.643,52.91067998925911
8.644,46.18383456702798
8.65,49.63952029788416
8.654,40.681110053404566
8.658,50.26900176908905
8.664,46.048300806806026
8.667,55.51543759017085
8.668000000000001,54.063332811581795
8.676,56.909048963995936
8.709,55.52401103601324
8.71,49.445132634078924
8.71,49.445132634078924
8.71,49.445132634078924
8.718,52.12940460758749
8.727,49.197834973705305
8.736,54.700974831226226
8.738,39.07951474219444
8.753,52.2232475466847
8.762,54.571960379806804
8.772,55.79234265650309
8.793000000000001,47.02774967498342
8.796,54.204898045350525
8.872,52.78564163530382
8.874,44.96605039689106
8.914,58.20804010537546
8.922,55.11707434783887
8.931000000000001,53.764911452127365
8.937,56.11286806214069
8.939,51.57873296620545
8.947000000000001,56.62832014427596
8.974,49.296659099403584
8.974,49.296659099403584
8.975,58.156685162240045
8.98,49.42319722340343
8.994,64.56827871366895
9.002,63.36980941660295
9.003,49.52850774083991
9.005,54.89584835184662
9.012,56.330194950980285
9.029,55.64629125432466
9.034,54.72448370919727
9.048,58.87898280656956
9.06,54.47166779381432
9.089,58.3504572249528
9.089,58.3504572249528
9.094,66.0152570938625
9.097,56.72144435509911
9.139,64.55891815570239
9.152000000000001,60.65285661074757
9.154,61.869089439026006
9.16,55.75938945972773
9.176,62.74472069624101
9.183,59.36549271935608
9.186,62.59429159423654
9.207,61.879497872524986
9.223,54.45703212974215
9.226,64.44719701140359
9.244,55.6773229312343
9.265,53.37540497156432
9.279,51.27768444426698
9.289,68.71242784371724
9.299,53.62941291627402
9.304,55.96591436201339
9.305,58.9139313186503
9.316,60.538914562599516
9.331,76.83019252807115
9.331,76.83019252807115
9.363,64.66080907402242
9.368,65.0088224217579
9.373,63.75162871642689
9.385,68.2093355444515
9.389,66.80823192883673
9.413,72.78460635032674
9.449,61.97598414424953
9.450000000000001,56.70142466181
9.452,66.66724514725
9.465,64.64607510955186
9.477,60.873628745943215
9.478,69.88962149222647
9.506,69.01693889949259
9.517,70.54027116107397
9.52,58.96996770523775
9.521,63.792359995941744
9.525,69.57480330065505
9.531,77.25777104136353
9.546,62.50092283817251
9.552,72.72141078551533
9.579,66.009335473396
9.599,76.72760799021239
9.602,67.26715218295024
9.61,76.02493002409564
9.628,65.9485173871409
9.631,73.81433017114345
9.638,72.39601604355964
9.646,78.16681000134585
9.681000000000001,91.46233001958937
9.685,60.78617387026825
9.697000000000001,73.74111861466702
9.699,70.89705512688907
9.709,64.22799960669862
9.747,79.04108565735248
9.753,70.23537886297974
9.78,63.1121740800268
9.789,83.94330124885444
9.795,79.66464470461976
9.801,77.59252415637181
9.826,71.92347795793958
9.829,84.85120120457607
9.844,83.89951787203367
9.864,73.83230416031007
9.883000000000001,83.1056785224877
9.884,79.99709127961327
9.896,81.87345047226245
9.9,94.72012419204779
9.905,69.72114466018368
9.909,71.53909083537971
9.911,85.3860556849867
9.916,73.71165455184747
9.938,93.28097977126744
9.939,74.22655019933464
9.941,79.40512644413124
9.951,85.48550328942348
9.957,75.24281911808572
9.985,84.89778405655834
